service_date,day_type,bus,rail_boardings,total_rides
2002-07-06,Saturday,597877,324834,922711
2002-07-07,Sunday/Holiday,445916,256321,702237
2002-07-08,Weekday,929870,575055,1504925
2002-07-09,Weekday,919623,579348,1498971
2002-07-10,Weekday,941513,591208,1532721
2002-07-11,Weekday,969657,594276,1563933
2002-07-12,Weekday,963191,618865,1582056
2002-07-13,Saturday,624850,324416,949266
2002-07-14,Sunday/Holiday,433166,239865,673031
2002-07-15,Weekday,949705,608087,1557792
2002-07-16,Weekday,946077,621832,1567909
2002-07-17,Weekday,931752,595378,1527130
2002-07-18,Weekday,942643,596288,1538931
2002-07-19,Weekday,960153,612971,1573124
2002-07-20,Saturday,635657,339113,974770
2002-07-21,Sunday/Holiday,412477,229156,641633
2002-07-22,Weekday,900537,595784,1496321
2002-07-23,Weekday,955084,623156,1578240
2002-07-24,Weekday,945502,617518,1563020
2002-07-25,Weekday,931679,608190,1539869
2002-07-26,Weekday,942389,590601,1532990
2002-07-27,Saturday,595484,327980,923464
2002-07-28,Sunday/Holiday,414913,215040,629953
2002-07-29,Weekday,893147,565324,1458471
2002-07-30,Weekday,934322,614162,1548484
2002-07-31,Weekday,912632,603775,1516407
2002-08-01,Weekday,969159,607964,1577123
2002-08-02,Weekday,1004199,612785,1616984
2002-08-03,Saturday,674990,325279,1000269
2002-08-04,Sunday/Holiday,451144,234620,685764
2002-08-05,Weekday,941406,569627,1511033
2002-08-06,Weekday,955681,592722,1548403
2002-08-07,Weekday,940727,585313,1526040
2002-08-08,Weekday,945096,589840,1534936
2002-08-09,Weekday,968109,592938,1561047
2002-08-10,Saturday,667701,340015,1007716
2002-08-11,Sunday/Holiday,437332,230526,667858
2002-08-12,Weekday,908503,579800,1488303
2002-08-13,Weekday,871791,578996,1450787
2002-08-14,Weekday,893558,586107,1479665
2002-08-15,Weekday,920323,599375,1519698
2002-08-16,Weekday,903666,592393,1496059
2002-08-17,Saturday,644076,340569,984645
2002-08-18,Sunday/Holiday,490868,285298,776166
2002-08-19,Weekday,847798,545503,1393301
2002-08-20,Weekday,918696,586734,1505430
2002-08-21,Weekday,904673,572717,1477390
2002-08-22,Weekday,829797,533893,1363690
2002-08-23,Weekday,903292,570031,1473323
2002-08-24,Saturday,625725,308392,934117
2002-08-25,Sunday/Holiday,441076,227484,668560
2002-08-26,Weekday,920546,572967,1493513
2002-08-27,Weekday,923644,596884,1520528
2002-08-28,Weekday,922170,590348,1512518
2002-08-29,Weekday,808555,532322,1340877
2002-08-30,Weekday,987793,608056,1595849
2002-08-31,Saturday,666152,345777,1011929
2002-09-01,Sunday/Holiday,477226,257229,734455
2002-09-02,Sunday/Holiday,381482,201136,582618
2002-09-03,Weekday,1106907,625970,1732877
2002-09-04,Weekday,1087925,634665,1722590
2002-09-05,Weekday,1083538,634950,1718488
2002-09-06,Weekday,1082951,634809,1717760
2002-09-07,Saturday,643335,318886,962221
2002-09-08,Sunday/Holiday,439942,218716,658658
2002-09-09,Weekday,1071206,630453,1701659
2002-09-10,Weekday,1050992,640278,1691270
2002-09-11,Weekday,1045640,631554,1677194
2002-09-12,Weekday,1059762,645114,1704876
2002-09-13,Weekday,1064345,655102,1719447
2002-09-14,Saturday,642689,327322,970011
2002-09-15,Sunday/Holiday,421429,221310,642739
2002-09-16,Weekday,1049667,617848,1667515
2002-09-17,Weekday,1064546,644444,1708990
2002-09-18,Weekday,1039162,643763,1682925
2002-09-19,Weekday,1038608,640884,1679492
2002-09-20,Weekday,1019280,626196,1645476
2002-09-21,Saturday,674983,330553,1005536
2002-09-22,Sunday/Holiday,416973,215142,632115
2002-09-23,Weekday,1055515,637798,1693313
2002-09-24,Weekday,1055580,664958,1720538
2002-09-25,Weekday,1064437,666345,1730782
2002-09-26,Weekday,1057421,662347,1719768
2002-09-27,Weekday,1058970,651373,1710343
2002-09-28,Saturday,632188,338847,971035
2002-09-29,Sunday/Holiday,421618,232441,654059
2002-09-30,Weekday,1048696,634065,1682761
2002-10-01,Weekday,1098830,653561,1752391
2002-10-02,Weekday,1059836,648879,1708715
2002-10-03,Weekday,1100107,655905,1756012
2002-10-04,Weekday,1024955,626723,1651678
2002-10-05,Saturday,672805,338207,1011012
2002-10-06,Sunday/Holiday,423210,223075,646285
2002-10-07,Weekday,1086922,641838,1728760
2002-10-08,Weekday,1074824,650758,1725582
2002-10-09,Weekday,1064324,648974,1713298
2002-10-10,Weekday,1072954,655002,1727956
2002-10-11,Weekday,1074197,658585,1732782
2002-10-12,Saturday,612527,332781,945308
2002-10-13,Sunday/Holiday,407917,323103,731020
2002-10-14,Weekday,806818,542057,1348875
2002-10-15,Weekday,1068455,653527,1721982
2002-10-16,Weekday,1036205,645880,1682085
2002-10-17,Weekday,1030300,645590,1675890
2002-10-18,Weekday,1059316,643043,1702359
2002-10-19,Saturday,654965,333538,988503
2002-10-20,Sunday/Holiday,424767,222167,646934
2002-10-21,Weekday,1057968,632256,1690224
2002-10-22,Weekday,1047657,645112,1692769
2002-10-23,Weekday,1013066,635553,1648619
2002-10-24,Weekday,1014798,642039,1656837
2002-10-25,Weekday,1022926,632981,1655907
2002-10-26,Saturday,626185,331030,957215
2002-10-27,Sunday/Holiday,413385,217556,630941
2002-10-28,Weekday,1041265,628314,1669579
2002-10-29,Weekday,1025525,636398,1661923
2002-10-30,Weekday,1036745,639993,1676738
2002-10-31,Weekday,1000155,635297,1635452
2002-11-01,Weekday,1069031,628183,1697214
2002-11-02,Saturday,647400,313106,960506
2002-11-03,Sunday/Holiday,418620,211506,630126
2002-11-04,Weekday,1072235,633872,1706107
2002-11-05,Weekday,994530,613203,1607733
2002-11-06,Weekday,1045767,644971,1690738
2002-11-07,Weekday,1065889,664817,1730706
2002-11-08,Weekday,995294,646927,1642221
2002-11-09,Saturday,630142,329264,959406
2002-11-10,Sunday/Holiday,419858,220134,639992
2002-11-11,Weekday,780558,519021,1299579
2002-11-12,Weekday,1029700,637242,1666942
2002-11-13,Weekday,1035982,635224,1671206
2002-11-14,Weekday,956533,625010,1581543
2002-11-15,Weekday,1042694,630267,1672961
2002-11-16,Saturday,600110,314114,914224
2002-11-17,Sunday/Holiday,393692,204651,598343
2002-11-18,Weekday,1018831,619368,1638199
2002-11-19,Weekday,1058349,638719,1697068
2002-11-20,Weekday,1033748,630680,1664428
2002-11-21,Weekday,983825,621257,1605082
2002-11-22,Weekday,1030889,618981,1649870
2002-11-23,Saturday,631388,353053,984441
2002-11-24,Sunday/Holiday,393321,202257,595578
2002-11-25,Weekday,992101,602628,1594729
2002-11-26,Weekday,959679,611673,1571352
2002-11-27,Weekday,946620,584367,1530987
2002-11-28,Sunday/Holiday,297477,145995,443472
2002-11-29,Weekday,676405,367260,1043665
2002-11-30,Saturday,525319,255100,780419
2002-12-01,Sunday/Holiday,362192,187150,549342
2002-12-02,Weekday,966808,598780,1565588
2002-12-03,Weekday,1007666,622071,1629737
2002-12-04,Weekday,1003459,610601,1614060
2002-12-05,Weekday,1005218,607822,1613040
2002-12-06,Weekday,1018401,602004,1620405
2002-12-07,Saturday,627855,318034,945889
2002-12-08,Sunday/Holiday,396717,202070,598787
2002-12-09,Weekday,994622,575116,1569738
2002-12-10,Weekday,1030456,601656,1632112
2002-12-11,Weekday,1021640,603601,1625241
2002-12-12,Weekday,1015667,602683,1618350
2002-12-13,Weekday,1020480,600852,1621332
2002-12-14,Saturday,653848,325639,979487
2002-12-15,Sunday/Holiday,435253,216394,651647
2002-12-16,Weekday,1003932,577286,1581218
2002-12-17,Weekday,985528,583328,1568856
2002-12-18,Weekday,939870,571921,1511791
2002-12-19,Weekday,1020038,590493,1610531
2002-12-20,Weekday,984913,565925,1550838
2002-12-21,Saturday,614025,284719,898744
2002-12-22,Sunday/Holiday,404210,194323,598533
2002-12-23,Weekday,827316,467245,1294561
2002-12-24,Weekday,621673,319916,941589
2002-12-25,Sunday/Holiday,237547,96846,334393
2002-12-26,Weekday,661076,372317,1033393
2002-12-27,Weekday,744896,424575,1169471
2002-12-28,Saturday,528087,236606,764693
2002-12-29,Sunday/Holiday,380197,181081,561278
2002-12-30,Weekday,773707,469806,1243513
2002-12-31,Weekday,792623,456865,1249488
2003-01-01,Sunday/Holiday,325478,169985,495463
2003-01-02,Weekday,757781,484840,1242621
2003-01-03,Weekday,861580,515985,1377565
2003-01-04,Saturday,570941,255217,826158
2003-01-05,Sunday/Holiday,377813,177159,554972
2003-01-06,Weekday,982617,574868,1557485
2003-01-07,Weekday,982542,580676,1563218
2003-01-08,Weekday,1011812,592758,1604570
2003-01-09,Weekday,979678,586435,1566113
2003-01-10,Weekday,963808,567691,1531499
2003-01-11,Saturday,506478,250051,756529
2003-01-12,Sunday/Holiday,346918,171467,518385
2003-01-13,Weekday,973653,585781,1559434
2003-01-14,Weekday,940805,594400,1535205
2003-01-15,Weekday,928578,583104,1511682
2003-01-16,Weekday,945280,591915,1537195
2003-01-17,Weekday,973358,584772,1558130
2003-01-18,Saturday,512435,261058,773493
2003-01-19,Sunday/Holiday,327279,172937,500216
2003-01-20,Weekday,604089,375958,980047
2003-01-21,Weekday,954156,590827,1544983
2003-01-22,Weekday,912033,572491,1484524
2003-01-23,Weekday,822317,541015,1363332
2003-01-24,Weekday,893501,546353,1439854
2003-01-25,Saturday,547944,259287,807231
2003-01-26,Sunday/Holiday,335046,168783,503829
2003-01-27,Weekday,922033,564295,1486328
2003-01-28,Weekday,952120,598146,1550266
2003-01-29,Weekday,970605,594588,1565193
2003-01-30,Weekday,993731,601060,1594791
2003-01-31,Weekday,929004,577555,1506559
2003-02-01,Saturday,639705,291226,930931
2003-02-02,Sunday/Holiday,415598,192294,607892
2003-02-03,Weekday,1039918,596186,1636104
2003-02-04,Weekday,980582,597044,1577626
2003-02-05,Weekday,961776,585552,1547328
2003-02-06,Weekday,981973,596888,1578861
2003-02-07,Weekday,953979,573249,1527228
2003-02-08,Saturday,563430,270521,833951
2003-02-09,Sunday/Holiday,367964,180861,548825
2003-02-10,Weekday,948507,584120,1532627
2003-02-11,Weekday,928346,592292,1520638
2003-02-12,Weekday,749254,523192,1272446
2003-02-13,Weekday,978871,597819,1576690
2003-02-14,Weekday,985806,594045,1579851
2003-02-15,Saturday,543945,271823,815768
2003-02-16,Sunday/Holiday,365939,188276,554215
2003-02-17,Weekday,709845,447938,1157783
2003-02-18,Weekday,974450,604717,1579167
2003-02-19,Weekday,982943,605097,1588040
2003-02-20,Weekday,988095,611766,1599861
2003-02-21,Weekday,1005940,601156,1607096
2003-02-22,Saturday,529921,276538,806459
2003-02-23,Sunday/Holiday,377363,185905,563268
2003-02-24,Weekday,908324,574013,1482337
2003-02-25,Weekday,897857,572520,1470377
2003-02-26,Weekday,939161,588630,1527791
2003-02-27,Weekday,951569,599144,1550713
2003-02-28,Weekday,1011530,597504,1609034
2003-03-01,Saturday,610177,291264,901441
2003-03-02,Sunday/Holiday,347417,182200,529617
2003-03-03,Weekday,822165,535306,1357471
2003-03-04,Weekday,964967,606043,1571010
2003-03-05,Weekday,868551,583929,1452480
2003-03-06,Weekday,874641,573715,1448356
2003-03-07,Weekday,980484,584273,1564757
2003-03-08,Saturday,550093,274523,824616
2003-03-09,Sunday/Holiday,335884,177874,513758
2003-03-10,Weekday,916661,573635,1490296
2003-03-11,Weekday,971894,601034,1572928
2003-03-12,Weekday,981590,604333,1585923
2003-03-13,Weekday,978881,609896,1588777
2003-03-14,Weekday,1009566,615377,1624943
2003-03-15,Saturday,637081,381570,1018651
2003-03-16,Sunday/Holiday,429227,235438,664665
2003-03-17,Weekday,976703,597982,1574685
2003-03-18,Weekday,963349,596226,1559575
2003-03-19,Weekday,938499,586881,1525380
2003-03-20,Weekday,936654,594341,1530995
2003-03-21,Weekday,967479,588655,1556134
2003-03-22,Saturday,577660,292329,869989
2003-03-23,Sunday/Holiday,410745,215626,626371
2003-03-24,Weekday,962889,584149,1547038
2003-03-25,Weekday,973017,594589,1567606
2003-03-26,Weekday,968581,594924,1563505
2003-03-27,Weekday,969195,593676,1562871
2003-03-28,Weekday,815984,552242,1368226
2003-03-29,Saturday,555638,280361,835999
2003-03-30,Sunday/Holiday,372071,191109,563180
2003-03-31,Weekday,973924,577834,1551758
2003-04-01,Weekday,1028531,603564,1632095
2003-04-02,Weekday,1020829,602855,1623684
2003-04-03,Weekday,995062,592074,1587136
2003-04-04,Weekday,912458,572837,1485295
2003-04-05,Saturday,593273,293496,886769
2003-04-06,Sunday/Holiday,370275,188467,558742
2003-04-07,Weekday,873605,565391,1438996
2003-04-08,Weekday,947482,599769,1547251
2003-04-09,Weekday,986992,611985,1598977
2003-04-10,Weekday,1007977,624279,1632256
2003-04-11,Weekday,912918,600667,1513585
2003-04-12,Saturday,602670,321354,924024
2003-04-13,Sunday/Holiday,407540,219553,627093
2003-04-14,Weekday,904517,593473,1497990
2003-04-15,Weekday,894368,606461,1500829
2003-04-16,Weekday,836328,578259,1414587
2003-04-17,Weekday,815274,563613,1378887
2003-04-18,Weekday,769997,482196,1252193
2003-04-19,Saturday,562148,263464,825612
2003-04-20,Sunday/Holiday,368478,172399,540877
2003-04-21,Weekday,925231,572442,1497673
2003-04-22,Weekday,964240,617403,1581643
2003-04-23,Weekday,923474,613127,1536601
2003-04-24,Weekday,961316,620140,1581456
2003-04-25,Weekday,979369,595103,1574472
2003-04-26,Saturday,588057,300728,888785
2003-04-27,Sunday/Holiday,403462,210716,614178
2003-04-28,Weekday,962103,582145,1544248
2003-04-29,Weekday,958977,595629,1554606
2003-04-30,Weekday,828642,567596,1396238
2003-05-01,Weekday,971218,597161,1568379
2003-05-02,Weekday,1039212,616460,1655672
2003-05-03,Saturday,645503,335590,981093
2003-05-04,Sunday/Holiday,395799,214366,610165
2003-05-05,Weekday,1006467,608082,1614549
2003-05-06,Weekday,1007795,626276,1634071
2003-05-07,Weekday,977279,610370,1587649
2003-05-08,Weekday,984692,605164,1589856
2003-05-09,Weekday,992211,616706,1608917
2003-05-10,Saturday,577508,301857,879365
2003-05-11,Sunday/Holiday,322449,193398,515847
2003-05-12,Weekday,956974,580553,1537527
2003-05-13,Weekday,981698,602563,1584261
2003-05-14,Weekday,911890,583198,1495088
2003-05-15,Weekday,971525,598384,1569909
2003-05-16,Weekday,999630,589910,1589540
2003-05-17,Saturday,614484,304723,919207
2003-05-18,Sunday/Holiday,403043,207860,610903
2003-05-19,Weekday,961806,579665,1541471
2003-05-20,Weekday,966295,594508,1560803
2003-05-21,Weekday,992696,592768,1585464
2003-05-22,Weekday,967683,590893,1558576
2003-05-23,Weekday,969112,575372,1544484
2003-05-24,Saturday,591523,301068,892591
2003-05-25,Sunday/Holiday,408454,223466,631920
2003-05-26,Sunday/Holiday,380796,224023,604819
2003-05-27,Weekday,961009,597804,1558813
2003-05-28,Weekday,910537,586704,1497241
2003-05-29,Weekday,961715,595331,1557046
2003-05-30,Weekday,988281,613622,1601903
2003-05-31,Saturday,575015,318134,893149
2003-06-01,Sunday/Holiday,422827,245291,668118
2003-06-02,Weekday,978201,583126,1561327
2003-06-03,Weekday,992041,610279,1602320
2003-06-04,Weekday,997077,615414,1612491
2003-06-05,Weekday,991907,622481,1614388
2003-06-06,Weekday,962917,615632,1578549
2003-06-07,Saturday,634650,354198,988848
2003-06-08,Sunday/Holiday,380953,229228,610181
2003-06-09,Weekday,987516,590887,1578403
2003-06-10,Weekday,940459,596552,1537011
2003-06-11,Weekday,961149,607043,1568192
2003-06-12,Weekday,969572,604883,1574455
2003-06-13,Weekday,976147,592987,1569134
2003-06-14,Saturday,626911,320029,946940
2003-06-15,Sunday/Holiday,421515,221822,643337
2003-06-16,Weekday,955066,581387,1536453
2003-06-17,Weekday,965718,601420,1567138
2003-06-18,Weekday,897454,587986,1485440
2003-06-19,Weekday,946693,596124,1542817
2003-06-20,Weekday,938177,611219,1549396
2003-06-21,Saturday,610796,345895,956691
2003-06-22,Sunday/Holiday,423283,242077,665360
2003-06-23,Weekday,855955,568379,1424334
2003-06-24,Weekday,928442,620552,1548994
2003-06-25,Weekday,841205,603880,1445085
2003-06-26,Weekday,833307,600660,1433967
2003-06-27,Weekday,890776,661150,1551926
2003-06-28,Saturday,561500,350162,911662
2003-06-29,Sunday/Holiday,421380,329753,751133
2003-06-30,Weekday,884729,611874,1496603
2003-07-01,Weekday,957351,634210,1591561
2003-07-02,Weekday,936777,640212,1576989
2003-07-03,Weekday,983110,790702,1773812
2003-07-04,Sunday/Holiday,471591,347887,819478
2003-07-05,Saturday,549605,363309,912914
2003-07-06,Sunday/Holiday,389816,269228,659044
2003-07-07,Weekday,852771,569437,1422208
2003-07-08,Weekday,846175,579733,1425908
2003-07-09,Weekday,871942,598967,1470909
2003-07-10,Weekday,893195,614469,1507664
2003-07-11,Weekday,907669,615433,1523102
2003-07-12,Saturday,607118,339152,946270
2003-07-13,Sunday/Holiday,421579,257051,678630
2003-07-14,Weekday,905206,611190,1516396
2003-07-15,Weekday,874304,618204,1492508
2003-07-16,Weekday,915630,597927,1513557
2003-07-17,Weekday,861722,579675,1441397
2003-07-18,Weekday,902204,590356,1492560
2003-07-19,Saturday,619480,324535,944015
2003-07-20,Sunday/Holiday,403847,224010,627857
2003-07-21,Weekday,883219,578363,1461582
2003-07-22,Weekday,889426,590880,1480306
2003-07-23,Weekday,906650,622160,1528810
2003-07-24,Weekday,896387,622281,1518668
2003-07-25,Weekday,903368,591792,1495160
2003-07-26,Saturday,584819,312502,897321
2003-07-27,Sunday/Holiday,367151,222589,589740
2003-07-28,Weekday,849172,562933,1412105
2003-07-29,Weekday,903830,615414,1519244
2003-07-30,Weekday,880392,616406,1496798
2003-07-31,Weekday,889575,617395,1506970
2003-08-01,Weekday,912597,605206,1517803
2003-08-02,Saturday,678701,399990,1078691
2003-08-03,Sunday/Holiday,387659,244986,632645
2003-08-04,Weekday,920408,585024,1505432
2003-08-05,Weekday,918113,600556,1518669
2003-08-06,Weekday,883115,581895,1465010
2003-08-07,Weekday,923161,584026,1507187
2003-08-08,Weekday,903597,583831,1487428
2003-08-09,Saturday,638279,371415,1009694
2003-08-10,Sunday/Holiday,418764,244876,663640
2003-08-11,Weekday,806587,566910,1373497
2003-08-12,Weekday,864526,595230,1459756
2003-08-13,Weekday,875224,614427,1489651
2003-08-14,Weekday,857542,592601,1450143
2003-08-15,Weekday,873580,602111,1475691
2003-08-16,Saturday,627785,363117,990902
2003-08-17,Sunday/Holiday,462931,290507,753438
2003-08-18,Weekday,821919,559214,1381133
2003-08-19,Weekday,853603,577418,1431021
2003-08-20,Weekday,838351,567116,1405467
2003-08-21,Weekday,820578,562565,1383143
2003-08-22,Weekday,867524,576202,1443726
2003-08-23,Saturday,585510,313035,898545
2003-08-24,Sunday/Holiday,408305,227185,635490
2003-08-25,Weekday,850528,561134,1411662
2003-08-26,Weekday,836703,573211,1409914
2003-08-27,Weekday,862298,578962,1441260
2003-08-28,Weekday,857707,578781,1436488
2003-08-29,Weekday,902436,604839,1507275
2003-08-30,Saturday,622090,339474,961564
2003-08-31,Sunday/Holiday,396860,242605,639465
2003-09-01,Sunday/Holiday,326772,199296,526068
2003-09-02,Weekday,1025978,648864,1674842
2003-09-03,Weekday,1059974,650319,1710293
2003-09-04,Weekday,1040002,652383,1692385
2003-09-05,Weekday,1044868,634834,1679702
2003-09-06,Saturday,625347,334013,959360
2003-09-07,Sunday/Holiday,421385,222973,644358
2003-09-08,Weekday,1028540,623072,1651612
2003-09-09,Weekday,1030074,632686,1662760
2003-09-10,Weekday,1019275,645858,1665133
2003-09-11,Weekday,1018196,639732,1657928
2003-09-12,Weekday,1002297,650171,1652468
2003-09-13,Saturday,601330,350594,951924
2003-09-14,Sunday/Holiday,386248,235410,621658
2003-09-15,Weekday,1015639,653569,1669208
2003-09-16,Weekday,1033950,663607,1697557
2003-09-17,Weekday,1023215,663761,1686976
2003-09-18,Weekday,1023301,647465,1670766
2003-09-19,Weekday,1019769,642616,1662385
2003-09-20,Saturday,618523,338787,957310
2003-09-21,Sunday/Holiday,421320,231095,652415
2003-09-22,Weekday,992288,638244,1630532
2003-09-23,Weekday,1023379,655433,1678812
2003-09-24,Weekday,973736,643836,1617572
2003-09-25,Weekday,1006367,648354,1654721
2003-09-26,Weekday,939175,643987,1583162
2003-09-27,Saturday,591935,358390,950325
2003-09-28,Sunday/Holiday,377248,236781,614029
2003-09-29,Weekday,1001427,637350,1638777
2003-09-30,Weekday,1000725,637394,1638119
2003-10-01,Weekday,1051684,644239,1695923
2003-10-02,Weekday,1016259,641608,1657867
2003-10-03,Weekday,999345,667963,1667308
2003-10-04,Saturday,651128,383554,1034682
2003-10-05,Sunday/Holiday,428277,236860,665137
2003-10-06,Weekday,1018276,618461,1636737
2003-10-07,Weekday,1051869,699907,1751776
2003-10-08,Weekday,1026066,693316,1719382
2003-10-09,Weekday,1011003,650911,1661914
2003-10-10,Weekday,1031598,661985,1693583
2003-10-11,Saturday,628499,366667,995166
2003-10-12,Sunday/Holiday,411927,351185,763112
2003-10-13,Weekday,780132,547856,1327988
2003-10-14,Weekday,928265,691539,1619804
2003-10-15,Weekday,1026737,711785,1738522
2003-10-16,Weekday,1013203,650877,1664080
2003-10-17,Weekday,1023752,651230,1674982
2003-10-18,Saturday,633461,362376,995837
2003-10-19,Sunday/Holiday,422713,241241,663954
2003-10-20,Weekday,1077011,632330,1709341
2003-10-21,Weekday,958546,644683,1603229
2003-10-22,Weekday,1003925,640420,1644345
2003-10-23,Weekday,1008328,644198,1652526
2003-10-24,Weekday,1008879,639483,1648362
2003-10-25,Saturday,615584,332732,948316
2003-10-26,Sunday/Holiday,395925,231808,627733
2003-10-27,Weekday,990268,620687,1610955
2003-10-28,Weekday,978501,631318,1609819
2003-10-29,Weekday,986799,637933,1624732
2003-10-30,Weekday,1006074,652674,1658748
2003-10-31,Weekday,996142,628603,1624745
2003-11-01,Saturday,606945,309648,916593
2003-11-02,Sunday/Holiday,397515,215452,612967
2003-11-03,Weekday,1007989,614598,1622587
2003-11-04,Weekday,1003988,630296,1634284
2003-11-05,Weekday,1015157,639104,1654261
2003-11-06,Weekday,1015139,644961,1660100
2003-11-07,Weekday,906629,620991,1527620
2003-11-08,Saturday,566334,320811,887145
2003-11-09,Sunday/Holiday,383993,221796,605789
2003-11-10,Weekday,981163,606222,1587385
2003-11-11,Weekday,789039,542871,1331910
2003-11-12,Weekday,977852,627509,1605361
2003-11-13,Weekday,901163,616525,1517688
2003-11-14,Weekday,964479,632553,1597032
2003-11-15,Saturday,567411,334186,901597
2003-11-16,Sunday/Holiday,382584,222633,605217
2003-11-17,Weekday,996959,618428,1615387
2003-11-18,Weekday,881272,608253,1489525
2003-11-19,Weekday,1011052,632045,1643097
2003-11-20,Weekday,1006072,638332,1644404
2003-11-21,Weekday,1004115,626155,1630270
2003-11-22,Saturday,608476,361622,970098
2003-11-23,Sunday/Holiday,352918,202523,555441
2003-11-24,Weekday,897941,583860,1481801
2003-11-25,Weekday,945699,602970,1548669
2003-11-26,Weekday,930556,579257,1509813
2003-11-27,Sunday/Holiday,292469,153251,445720
2003-11-28,Weekday,557794,344266,902060
2003-11-29,Saturday,484077,265968,750045
2003-11-30,Sunday/Holiday,378933,217629,596562
2003-12-01,Weekday,998632,601364,1599996
2003-12-02,Weekday,984587,605675,1590262
2003-12-03,Weekday,1002993,613563,1616556
2003-12-04,Weekday,962556,610322,1572878
2003-12-05,Weekday,968576,606672,1575248
2003-12-06,Saturday,587823,326475,914298
2003-12-07,Sunday/Holiday,393784,214938,608722
2003-12-08,Weekday,975766,586022,1561788
2003-12-09,Weekday,959147,594395,1553542
2003-12-10,Weekday,945145,597600,1542745
2003-12-11,Weekday,936467,591327,1527794
2003-12-12,Weekday,912540,575833,1488373
2003-12-13,Saturday,544810,305519,850329
2003-12-14,Sunday/Holiday,369050,209939,578989
2003-12-15,Weekday,936119,568654,1504773
2003-12-16,Weekday,926650,576496,1503146
2003-12-17,Weekday,925481,573820,1499301
2003-12-18,Weekday,917919,567624,1485543
2003-12-19,Weekday,926113,555922,1482035
2003-12-20,Saturday,564850,289142,853992
2003-12-21,Sunday/Holiday,415703,218944,634647
2003-12-22,Weekday,797301,508014,1305315
2003-12-23,Weekday,770607,486462,1257069
2003-12-24,Weekday,610061,333655,943716
2003-12-25,Sunday/Holiday,247349,101016,348365
2003-12-26,Weekday,605667,321094,926761
2003-12-27,Saturday,507042,232980,740022
2003-12-28,Sunday/Holiday,358852,178624,537476
2003-12-29,Weekday,732494,461979,1194473
2003-12-30,Weekday,725126,474545,1199671
2003-12-31,Weekday,678329,430971,1109300
2004-01-01,Sunday/Holiday,300347,174003,474350
2004-01-02,Weekday,754051,421851,1175902
2004-01-03,Saturday,560436,250130,810566
2004-01-04,Sunday/Holiday,303611,162880,466491
2004-01-05,Weekday,894467,548650,1443117
2004-01-06,Weekday,788158,516396,1304554
2004-01-07,Weekday,851011,536299,1387310
2004-01-08,Weekday,903950,556891,1460841
2004-01-09,Weekday,929117,560519,1489636
