service_date,day_type,bus,rail_boardings,total_rides
2005-07-16,Saturday,640959,397796,1038755
2005-07-17,Sunday/Holiday,443824,270831,714655
2005-07-18,Weekday,902531,582649,1485180
2005-07-19,Weekday,937251,608460,1545711
2005-07-20,Weekday,888241,597676,1485917
2005-07-21,Weekday,920983,610460,1531443
2005-07-22,Weekday,945311,614666,1559977
2005-07-23,Saturday,604287,361618,965905
2005-07-24,Sunday/Holiday,393689,255844,649533
2005-07-25,Weekday,850441,580681,1431122
2005-07-26,Weekday,876111,588210,1464321
2005-07-27,Weekday,931658,626793,1558451
2005-07-28,Weekday,923931,626164,1550095
2005-07-29,Weekday,928563,618229,1546792
2005-07-30,Saturday,637235,388729,1025964
2005-07-31,Sunday/Holiday,446615,261208,707823
2005-08-01,Weekday,954299,574337,1528636
2005-08-02,Weekday,939108,600448,1539556
2005-08-03,Weekday,950814,598977,1549791
2005-08-04,Weekday,941632,597051,1538683
2005-08-05,Weekday,965152,603948,1569100
2005-08-06,Saturday,648849,357240,1006089
2005-08-07,Sunday/Holiday,457639,261349,718988
2005-08-08,Weekday,910549,590758,1501307
2005-08-09,Weekday,917522,606419,1523941
2005-08-10,Weekday,913900,605306,1519206
2005-08-11,Weekday,859482,588881,1448363
2005-08-12,Weekday,929636,606537,1536173
2005-08-13,Saturday,608908,350010,958918
2005-08-14,Sunday/Holiday,437664,248325,685989
2005-08-15,Weekday,892308,574348,1466656
2005-08-16,Weekday,904327,589228,1493555
2005-08-17,Weekday,909306,590352,1499658
2005-08-18,Weekday,855225,561329,1416554
2005-08-19,Weekday,934667,602164,1536831
2005-08-20,Saturday,659629,361304,1020933
2005-08-21,Sunday/Holiday,511141,292892,804033
2005-08-22,Weekday,897988,597005,1494993
2005-08-23,Weekday,907676,616739,1524415
2005-08-24,Weekday,909467,616129,1525596
2005-08-25,Weekday,907614,590749,1498363
2005-08-26,Weekday,916046,625532,1541578
2005-08-27,Saturday,632625,364516,997141
2005-08-28,Sunday/Holiday,445633,273101,718734
2005-08-29,Weekday,921906,612444,1534350
2005-08-30,Weekday,931235,625509,1556744
2005-08-31,Weekday,928354,631355,1559709
2005-09-01,Weekday,1019495,643731,1663226
2005-09-02,Weekday,1015964,632104,1648068
2005-09-03,Saturday,699122,377507,1076629
2005-09-04,Sunday/Holiday,504460,323512,827972
2005-09-05,Sunday/Holiday,469528,274053,743581
2005-09-06,Weekday,1094714,647343,1742057
2005-09-07,Weekday,1090847,664041,1754888
2005-09-08,Weekday,1090390,671553,1761943
2005-09-09,Weekday,1092990,672572,1765562
2005-09-10,Saturday,662248,379906,1042154
2005-09-11,Sunday/Holiday,460444,257201,717645
2005-09-12,Weekday,1088861,674800,1763661
2005-09-13,Weekday,1081012,691104,1772116
2005-09-14,Weekday,1072662,687668,1760330
2005-09-15,Weekday,1070331,702096,1772427
2005-09-16,Weekday,1061189,689685,1750874
2005-09-17,Saturday,677602,404143,1081745
2005-09-18,Sunday/Holiday,473997,292920,766917
2005-09-19,Weekday,1033841,657717,1691558
2005-09-20,Weekday,1091052,685957,1777009
2005-09-21,Weekday,1085278,685975,1771253
2005-09-22,Weekday,1045853,672603,1718456
2005-09-23,Weekday,1068977,699466,1768443
2005-09-24,Saturday,632952,390116,1023068
2005-09-25,Sunday/Holiday,428577,277519,706096
2005-09-26,Weekday,1050587,651165,1701752
2005-09-27,Weekday,1091710,686977,1778687
2005-09-28,Weekday,1019140,668450,1687590
2005-09-29,Weekday,1065350,668926,1734276
2005-09-30,Weekday,1114521,673776,1788297
2005-10-01,Saturday,708008,373322,1081330
2005-10-02,Sunday/Holiday,451633,245477,697110
2005-10-03,Weekday,1137817,638813,1776630
2005-10-04,Weekday,1099740,677721,1777461
2005-10-05,Weekday,1099507,689759,1789266
2005-10-06,Weekday,1084528,679966,1764494
2005-10-07,Weekday,1037669,663271,1700940
2005-10-08,Saturday,638239,378215,1016454
2005-10-09,Sunday/Holiday,427142,372438,799580
2005-10-10,Weekday,811357,562228,1373585
2005-10-11,Weekday,1076154,687202,1763356
2005-10-12,Weekday,1053577,685743,1739320
2005-10-13,Weekday,1068998,665605,1734603
2005-10-14,Weekday,1091226,683174,1774400
2005-10-15,Saturday,670497,376816,1047313
2005-10-16,Sunday/Holiday,456332,268898,725230
2005-10-17,Weekday,1046900,653518,1700418
2005-10-18,Weekday,1071110,669214,1740324
2005-10-19,Weekday,1056343,666799,1723142
2005-10-20,Weekday,1057585,676430,1734015
2005-10-21,Weekday,1064058,674291,1738349
2005-10-22,Saturday,624399,385602,1010001
2005-10-23,Sunday/Holiday,421490,277349,698839
2005-10-24,Weekday,995935,637292,1633227
2005-10-25,Weekday,1034930,653259,1688189
2005-10-26,Weekday,1041390,662049,1703439
2005-10-27,Weekday,1039411,669962,1709373
2005-10-28,Weekday,1050188,734562,1784750
2005-10-29,Saturday,646559,378146,1024705
2005-10-30,Sunday/Holiday,436487,251042,687529
2005-10-31,Weekday,1000931,636744,1637675
2005-11-01,Weekday,1104565,668971,1773536
2005-11-02,Weekday,1077276,667966,1745242
2005-11-03,Weekday,1108680,678842,1787522
2005-11-04,Weekday,994280,653744,1648024
2005-11-05,Saturday,624689,351850,976539
2005-11-06,Sunday/Holiday,425669,239193,664862
2005-11-07,Weekday,1060057,648893,1708950
2005-11-08,Weekday,998603,642398,1641001
2005-11-09,Weekday,1034556,655614,1690170
2005-11-10,Weekday,1049433,672627,1722060
2005-11-11,Weekday,862413,587641,1450054
2005-11-12,Saturday,626889,351085,977974
2005-11-13,Sunday/Holiday,416141,247977,664118
2005-11-14,Weekday,1021597,637498,1659095
2005-11-15,Weekday,1001890,644740,1646630
2005-11-16,Weekday,960835,625642,1586477
2005-11-17,Weekday,982303,636292,1618595
2005-11-18,Weekday,997001,635900,1632901
2005-11-19,Saturday,643136,395851,1038987
2005-11-20,Sunday/Holiday,424683,243191,667874
2005-11-21,Weekday,1023750,627654,1651404
2005-11-22,Weekday,1012669,637432,1650101
2005-11-23,Weekday,946475,594581,1541056
2005-11-24,Sunday/Holiday,265869,149351,415220
2005-11-25,Weekday,542621,335201,877822
2005-11-26,Saturday,520348,290786,811134
2005-11-27,Sunday/Holiday,378931,214449,593380
2005-11-28,Weekday,964783,610273,1575056
2005-11-29,Weekday,964736,621228,1585964
2005-11-30,Weekday,975689,623427,1599116
2005-12-01,Weekday,1002814,637299,1640113
2005-12-02,Weekday,1012143,626729,1638872
2005-12-03,Saturday,602909,343944,946853
2005-12-04,Sunday/Holiday,394671,232929,627600
2005-12-05,Weekday,959432,591559,1550991
2005-12-06,Weekday,943778,595172,1538950
2005-12-07,Weekday,922076,591500,1513576
2005-12-08,Weekday,900776,651313,1552089
2005-12-09,Weekday,922330,630309,1552639
2005-12-10,Saturday,545442,331523,876965
2005-12-11,Sunday/Holiday,384544,223869,608413
2005-12-12,Weekday,974895,603601,1578496
2005-12-13,Weekday,984740,612377,1597117
2005-12-14,Weekday,959741,629222,1588963
2005-12-15,Weekday,972435,621555,1593990
2005-12-16,Weekday,952574,605734,1558308
2005-12-17,Saturday,576780,326028,902808
2005-12-18,Sunday/Holiday,371336,222374,593710
2005-12-19,Weekday,860779,535968,1396747
2005-12-20,Weekday,894974,534766,1429740
2005-12-21,Weekday,918067,553734,1471801
2005-12-22,Weekday,912016,544544,1456560
2005-12-23,Weekday,878003,479373,1357376
2005-12-24,Saturday,481238,198644,679882
2005-12-25,Sunday/Holiday,263158,105718,368876
2005-12-26,Sunday/Holiday,437677,224784,662461
2005-12-27,Weekday,735303,457726,1193029
2005-12-28,Weekday,711850,462580,1174430
2005-12-29,Weekday,738031,481238,1219269
2005-12-30,Weekday,762706,471541,1234247
2005-12-31,Saturday,526241,307444,833685
2006-01-01,Sunday/Holiday,287126,203291,490417
2006-01-02,Sunday/Holiday,360273,215920,576193
2006-01-03,Weekday,772171,540341,1312512
2006-01-04,Weekday,759600,543243,1302843
2006-01-05,Weekday,766560,550285,1316845
2006-01-06,Weekday,788239,551707,1339946
2006-01-07,Saturday,518237,280538,798775
2006-01-08,Sunday/Holiday,367927,199691,567618
2006-01-09,Weekday,917702,588402,1506104
2006-01-10,Weekday,938390,600336,1538726
2006-01-11,Weekday,927898,602096,1529994
2006-01-12,Weekday,955926,616251,1572177
2006-01-13,Weekday,887164,585207,1472371
2006-01-14,Saturday,558211,309983,868194
2006-01-15,Sunday/Holiday,381225,223499,604724
2006-01-16,Weekday,605772,399562,1005334
2006-01-17,Weekday,948555,619527,1568082
2006-01-18,Weekday,954238,621428,1575666
2006-01-19,Weekday,983087,634043,1617130
2006-01-20,Weekday,944694,615420,1560114
2006-01-21,Saturday,542740,308378,851118
2006-01-22,Sunday/Holiday,371481,208257,579738
2006-01-23,Weekday,976988,626292,1603280
2006-01-24,Weekday,972893,634204,1607097
2006-01-25,Weekday,980770,634664,1615434
2006-01-26,Weekday,988382,643068,1631450
2006-01-27,Weekday,889516,608327,1497843
2006-01-28,Saturday,568287,314425,882712
2006-01-29,Sunday/Holiday,380026,223196,603222
2006-01-30,Weekday,966708,614814,1581522
2006-01-31,Weekday,995530,634459,1629989
2006-02-01,Weekday,1035412,641676,1677088
2006-02-02,Weekday,1025866,642353,1668219
2006-02-03,Weekday,1020411,627330,1647741
2006-02-04,Saturday,587568,317239,904807
2006-02-05,Sunday/Holiday,390808,211645,602453
2006-02-06,Weekday,986048,612106,1598154
2006-02-07,Weekday,1008328,631742,1640070
2006-02-08,Weekday,977974,629155,1607129
2006-02-09,Weekday,984574,635409,1619983
2006-02-10,Weekday,1003608,623814,1627422
2006-02-11,Saturday,601208,327796,929004
2006-02-12,Sunday/Holiday,405657,221409,627066
2006-02-13,Weekday,799595,546148,1345743
2006-02-14,Weekday,1044587,644218,1688805
2006-02-15,Weekday,988045,626072,1614117
2006-02-16,Weekday,930188,613347,1543535
2006-02-17,Weekday,942685,604038,1546723
2006-02-18,Saturday,450578,265649,716227
2006-02-19,Sunday/Holiday,334766,196957,531723
2006-02-20,Weekday,681948,453199,1135147
2006-02-21,Weekday,993188,623860,1617048
2006-02-22,Weekday,999636,629122,1628758
2006-02-23,Weekday,991146,635013,1626159
2006-02-24,Weekday,987623,615401,1603024
2006-02-25,Saturday,580618,314037,894655
2006-02-26,Sunday/Holiday,386242,211388,597630
2006-02-27,Weekday,959193,603047,1562240
2006-02-28,Weekday,987195,623237,1610432
2006-03-01,Weekday,1020267,627527,1647794
2006-03-02,Weekday,986927,620235,1607162
2006-03-03,Weekday,1021045,620890,1641935
2006-03-04,Saturday,609288,322365,931653
2006-03-05,Sunday/Holiday,363219,208605,571824
2006-03-06,Weekday,794246,550369,1344615
2006-03-07,Weekday,1006095,626557,1632652
2006-03-08,Weekday,982979,623290,1606269
2006-03-09,Weekday,979823,627081,1606904
2006-03-10,Weekday,1015665,721158,1736823
2006-03-11,Saturday,614019,386305,1000324
2006-03-12,Sunday/Holiday,400822,233603,634425
2006-03-13,Weekday,968366,609970,1578336
2006-03-14,Weekday,1000900,629929,1630829
2006-03-15,Weekday,1005800,632700,1638500
2006-03-16,Weekday,953483,630443,1583926
2006-03-17,Weekday,989694,633801,1623495
2006-03-18,Saturday,603484,347527,951011
2006-03-19,Sunday/Holiday,413687,225740,639427
2006-03-20,Weekday,963013,587104,1550117
2006-03-21,Weekday,943649,585590,1529239
2006-03-22,Weekday,982523,605646,1588169
2006-03-23,Weekday,979617,609325,1588942
2006-03-24,Weekday,978424,597943,1576367
2006-03-25,Saturday,620929,322685,943614
2006-03-26,Sunday/Holiday,433649,234862,668511
2006-03-27,Weekday,962206,601488,1563694
2006-03-28,Weekday,981183,619650,1600833
2006-03-29,Weekday,987756,636692,1624448
2006-03-30,Weekday,996804,600724,1597528
2006-03-31,Weekday,1028124,641079,1669203
2006-04-01,Saturday,620450,348344,968794
2006-04-02,Sunday/Holiday,391830,254413,646243
2006-04-03,Weekday,985177,616386,1601563
2006-04-04,Weekday,1042810,660381,1703191
2006-04-05,Weekday,1020222,654034,1674256
2006-04-06,Weekday,998368,635705,1634073
2006-04-07,Weekday,880902,634777,1515679
2006-04-08,Saturday,607382,360442,967824
2006-04-09,Sunday/Holiday,426567,258613,685180
2006-04-10,Weekday,880692,601070,1481762
2006-04-11,Weekday,885029,628374,1513403
2006-04-12,Weekday,877362,627736,1505098
2006-04-13,Weekday,871878,634065,1505943
2006-04-14,Weekday,804781,551524,1356305
2006-04-15,Saturday,592251,323845,916096
2006-04-16,Sunday/Holiday,324770,181980,506750
2006-04-17,Weekday,964793,623255,1588048
2006-04-18,Weekday,1000958,646316,1647274
2006-04-19,Weekday,984239,652275,1636514
2006-04-20,Weekday,938226,641954,1580180
2006-04-21,Weekday,999808,659127,1658935
2006-04-22,Saturday,607395,357315,964710
2006-04-23,Sunday/Holiday,415959,248173,664132
2006-04-24,Weekday,998455,642816,1641271
2006-04-25,Weekday,953034,636129,1589163
2006-04-26,Weekday,952603,649967,1602570
2006-04-27,Weekday,955057,644011,1599068
2006-04-28,Weekday,1008989,666532,1675521
2006-04-29,Saturday,574038,343244,917282
2006-04-30,Sunday/Holiday,345287,224122,569409
2006-05-01,Weekday,997873,738966,1736839
2006-05-02,Weekday,1045233,664946,1710179
2006-05-03,Weekday,1060500,663686,1724186
2006-05-04,Weekday,1047587,665514,1713101
2006-05-05,Weekday,1023957,651798,1675755
2006-05-06,Saturday,637405,368890,1006295
2006-05-07,Sunday/Holiday,438858,258592,697450
2006-05-08,Weekday,1010412,624197,1634609
2006-05-09,Weekday,1004081,650430,1654511
2006-05-10,Weekday,1007923,648361,1656284
2006-05-11,Weekday,926462,621331,1547793
2006-05-12,Weekday,958553,639308,1597861
2006-05-13,Saturday,587533,340904,928437
2006-05-14,Sunday/Holiday,411861,249652,661513
2006-05-15,Weekday,961857,601838,1563695
2006-05-16,Weekday,994913,648507,1643420
2006-05-17,Weekday,964565,640270,1604835
2006-05-18,Weekday,987234,653070,1640304
2006-05-19,Weekday,994011,651428,1645439
2006-05-20,Saturday,619536,365397,984933
2006-05-21,Sunday/Holiday,423940,258770,682710
2006-05-22,Weekday,996607,629775,1626382
2006-05-23,Weekday,1013298,647643,1660941
2006-05-24,Weekday,951852,631510,1583362
2006-05-25,Weekday,978387,639540,1617927
2006-05-26,Weekday,988688,657379,1646067
2006-05-27,Saturday,646979,358425,1005404
2006-05-28,Sunday/Holiday,461625,282850,744475
2006-05-29,Sunday/Holiday,381213,245203,626416
2006-05-30,Weekday,945888,632333,1578221
2006-05-31,Weekday,968145,646966,1615111
2006-06-01,Weekday,1028046,638192,1666238
2006-06-02,Weekday,1031966,647618,1679584
2006-06-03,Saturday,668592,371768,1040360
2006-06-04,Sunday/Holiday,457674,274564,732238
2006-06-05,Weekday,1005516,625171,1630687
2006-06-06,Weekday,1008096,653049,1661145
2006-06-07,Weekday,1012230,666040,1678270
2006-06-08,Weekday,1011430,675651,1687081
2006-06-09,Weekday,988332,652258,1640590
2006-06-10,Saturday,573542,349687,923229
2006-06-11,Sunday/Holiday,424510,267884,692394
2006-06-12,Weekday,960901,623525,1584426
2006-06-13,Weekday,961923,664539,1626462
2006-06-14,Weekday,941928,665279,1607207
2006-06-15,Weekday,907237,659507,1566744
2006-06-16,Weekday,966314,667762,1634076
2006-06-17,Saturday,616266,384541,1000807
2006-06-18,Sunday/Holiday,412366,259888,672254
2006-06-19,Weekday,880777,608854,1489631
2006-06-20,Weekday,889908,636659,1526567
2006-06-21,Weekday,859537,629433,1488970
2006-06-22,Weekday,872019,633021,1505040
2006-06-23,Weekday,905242,639365,1544607
2006-06-24,Saturday,607951,371810,979761
2006-06-25,Sunday/Holiday,407079,302719,709798
2006-06-26,Weekday,852939,626802,1479741
2006-06-27,Weekday,886147,642922,1529069
2006-06-28,Weekday,886828,649479,1536307
2006-06-29,Weekday,899339,667597,1566936
2006-06-30,Weekday,950077,716112,1666189
2006-07-01,Saturday,631294,429319,1060613
2006-07-02,Sunday/Holiday,440041,343944,783985
2006-07-03,Weekday,802169,684040,1486209
2006-07-04,Sunday/Holiday,450356,350242,800598
2006-07-05,Weekday,901332,661426,1562758
2006-07-06,Weekday,925381,678340,1603721
2006-07-07,Weekday,928760,702727,1631487
2006-07-08,Saturday,625575,423300,1048875
2006-07-09,Sunday/Holiday,443095,313512,756607
2006-07-10,Weekday,900356,618702,1519058
2006-07-11,Weekday,873419,605343,1478762
2006-07-12,Weekday,926286,615196,1541482
2006-07-13,Weekday,922492,644488,1566980
2006-07-14,Weekday,889540,669868,1559408
2006-07-15,Saturday,603018,412144,1015162
2006-07-16,Sunday/Holiday,418278,308173,726451
2006-07-17,Weekday,886469,626986,1513455
2006-07-18,Weekday,927651,675064,1602715
2006-07-19,Weekday,911699,687896,1599595
2006-07-20,Weekday,827202,644150,1471352
2006-07-21,Weekday,931578,676491,1608069
2006-07-22,Saturday,625346,408434,1033780
2006-07-23,Sunday/Holiday,446438,284632,731070
2006-07-24,Weekday,906725,633184,1539909
2006-07-25,Weekday,919219,650364,1569583
2006-07-26,Weekday,897731,641296,1539027
2006-07-27,Weekday,894993,663387,1558380
2006-07-28,Weekday,900144,673789,1573933
2006-07-29,Saturday,593188,423092,1016280
2006-07-30,Sunday/Holiday,416361,290935,707296
2006-07-31,Weekday,831261,608739,1440000
2006-08-01,Weekday,894297,619717,1514014
2006-08-02,Weekday,872246,628299,1500545
2006-08-03,Weekday,911057,656020,1567077
2006-08-04,Weekday,951984,722072,1674056
2006-08-05,Saturday,645372,472159,1117531
2006-08-06,Sunday/Holiday,451477,357797,809274
2006-08-07,Weekday,905263,633078,1538341
2006-08-08,Weekday,916905,646778,1563683
2006-08-09,Weekday,909623,641076,1550699
2006-08-10,Weekday,856682,614321,1471003
2006-08-11,Weekday,909305,638056,1547361
2006-08-12,Saturday,652458,391862,1044320
2006-08-13,Sunday/Holiday,433792,268208,702000
2006-08-14,Weekday,857738,595551,1453289
2006-08-15,Weekday,888214,618372,1506586
2006-08-16,Weekday,878842,620892,1499734
2006-08-17,Weekday,874196,628756,1502952
2006-08-18,Weekday,869355,638938,1508293
2006-08-19,Saturday,612065,384987,997052
2006-08-20,Sunday/Holiday,481484,321400,802884
2006-08-21,Weekday,878842,613716,1492558
2006-08-22,Weekday,896666,628952,1525618
2006-08-23,Weekday,891561,632682,1524243
2006-08-24,Weekday,831663,617548,1449211
2006-08-25,Weekday,895640,645738,1541378
2006-08-26,Saturday,592637,361355,953992
2006-08-27,Sunday/Holiday,417115,276143,693258
2006-08-28,Weekday,792601,587722,1380323
2006-08-29,Weekday,891705,638128,1529833
2006-08-30,Weekday,913445,650359,1563804
2006-08-31,Weekday,917102,654437,1571539
2006-09-01,Weekday,977274,663472,1640746
2006-09-02,Saturday,668504,405986,1074490
2006-09-03,Sunday/Holiday,488706,320575,809281
2006-09-04,Sunday/Holiday,404856,256882,661738
2006-09-05,Weekday,1056228,680476,1736704
2006-09-06,Weekday,1069326,706958,1776284
2006-09-07,Weekday,1043601,726551,1770152
2006-09-08,Weekday,985806,708845,1694651
2006-09-09,Saturday,609019,386190,995209
2006-09-10,Sunday/Holiday,379770,245048,624818
2006-09-11,Weekday,981275,656692,1637967
2006-09-12,Weekday,1030796,694780,1725576
2006-09-13,Weekday,992146,694220,1686366
2006-09-14,Weekday,1054398,719561,1773959
2006-09-15,Weekday,1060398,729995,1790393
2006-09-16,Saturday,651694,421692,1073386
2006-09-17,Sunday/Holiday,433989,294159,728148
2006-09-18,Weekday,1037929,688531,1726460
2006-09-19,Weekday,1041255,690760,1732015
2006-09-20,Weekday,1053131,700536,1753667
2006-09-21,Weekday,1044501,696162,1740663
2006-09-22,Weekday,993335,668669,1662004
2006-09-23,Saturday,584517,349931,934448
2006-09-24,Sunday/Holiday,420423,259500,679923
2006-09-25,Weekday,1041474,666046,1707520
2006-09-26,Weekday,1054882,695484,1750366
2006-09-27,Weekday,1035426,690413,1725839
2006-09-28,Weekday,1043356,676811,1720167
2006-09-29,Weekday,1058057,699340,1757397
2006-09-30,Saturday,636906,394280,1031186
2006-10-01,Sunday/Holiday,462755,296236,758991
2006-10-02,Weekday,981933,635901,1617834
2006-10-03,Weekday,1064774,681381,1746155
2006-10-04,Weekday,1026517,675804,1702321
2006-10-05,Weekday,1060282,698851,1759133
2006-10-06,Weekday,1055911,691122,1747033
2006-10-07,Saturday,641240,373957,1015197
2006-10-08,Sunday/Holiday,452460,283787,736247
2006-10-09,Weekday,806458,572361,1378819
2006-10-10,Weekday,1055021,684475,1739496
2006-10-11,Weekday,1022625,684138,1706763
2006-10-12,Weekday,998899,676609,1675508
2006-10-13,Weekday,1014747,680633,1695380
2006-10-14,Saturday,622249,386404,1008653
2006-10-15,Sunday/Holiday,420083,260059,680142
2006-10-16,Weekday,1011001,668480,1679481
2006-10-17,Weekday,1029815,683799,1713614
2006-10-18,Weekday,1035671,687285,1722956
2006-10-19,Weekday,1035827,689629,1725456
2006-10-20,Weekday,1031742,705991,1737733
2006-10-21,Saturday,631254,403698,1034952
2006-10-22,Sunday/Holiday,389726,375938,765664
2006-10-23,Weekday,1018534,659505,1678039
2006-10-24,Weekday,1043962,675059,1719021
2006-10-25,Weekday,1057646,663754,1721400
2006-10-26,Weekday,994421,659139,1653560
2006-10-27,Weekday,1007282,663912,1671194
2006-10-28,Saturday,622775,364159,986934
2006-10-29,Sunday/Holiday,434824,265624,700448
2006-10-30,Weekday,1033777,660257,1694034
2006-10-31,Weekday,997495,663340,1660835
2006-11-01,Weekday,1053237,673789,1727026
2006-11-02,Weekday,1012046,671054,1683100
2006-11-03,Weekday,959706,654291,1613997
2006-11-04,Saturday,609584,356326,965910
2006-11-05,Sunday/Holiday,435747,266756,702503
2006-11-06,Weekday,1026257,653935,1680192
2006-11-07,Weekday,1033037,651606,1684643
2006-11-08,Weekday,1046870,674951,1721821
2006-11-09,Weekday,1001116,668263,1669379
2006-11-10,Weekday,935843,610547,1546390
2006-11-11,Saturday,591773,376391,968164
2006-11-12,Sunday/Holiday,417471,251876,669347
2006-11-13,Weekday,1007564,643008,1650572
2006-11-14,Weekday,1047208,669094,1716302
2006-11-15,Weekday,1039976,661667,1701643
2006-11-16,Weekday,998140,658701,1656841
2006-11-17,Weekday,1018763,664438,1683201
2006-11-18,Saturday,620464,403175,1023639
2006-11-19,Sunday/Holiday,417408,242830,660238
2006-11-20,Weekday,1022880,638117,1660997
2006-11-21,Weekday,1022970,651230,1674200
2006-11-22,Weekday,980561,616974,1597535
2006-11-23,Sunday/Holiday,318233,182131,500364
2006-11-24,Weekday,628700,393228,1021928
2006-11-25,Saturday,549875,317650,867525
2006-11-26,Sunday/Holiday,400592,234961,635553
2006-11-27,Weekday,1012191,628799,1640990
2006-11-28,Weekday,1030255,648239,1678494
2006-11-29,Weekday,976231,634505,1610736
2006-11-30,Weekday,985569,649626,1635195
2006-12-01,Weekday,912314,629776,1542090
2006-12-02,Saturday,595637,338009,933646
2006-12-03,Sunday/Holiday,375419,224761,600180
2006-12-04,Weekday,962864,605349,1568213
2006-12-05,Weekday,992857,620241,1613098
2006-12-06,Weekday,1015490,629687,1645177
2006-12-07,Weekday,921792,603900,1525692
2006-12-08,Weekday,952445,626294,1578739
2006-12-09,Saturday,590225,344215,934440
2006-12-10,Sunday/Holiday,406068,237226,643294
2006-12-11,Weekday,995926,609360,1605286
2006-12-12,Weekday,991473,612992,1604465
2006-12-13,Weekday,1020619,640224,1660843
2006-12-14,Weekday,1007667,626704,1634371
2006-12-15,Weekday,1002739,632077,1634816
2006-12-16,Saturday,632218,356756,988974
2006-12-17,Sunday/Holiday,432910,251802,684712
2006-12-18,Weekday,990534,591895,1582429
2006-12-19,Weekday,1019785,596338,1616123
2006-12-20,Weekday,975226,586048,1561274
2006-12-21,Weekday,924778,564199,1488977
2006-12-22,Weekday,906201,529373,1435574
2006-12-23,Saturday,578507,277455,855962
2006-12-24,Sunday/Holiday,391926,175847,567773
2006-12-25,Sunday/Holiday,242369,112855,355224
2006-12-26,Weekday,652808,377449,1030257
2006-12-27,Weekday,732919,460703,1193622
2006-12-28,Weekday,758151,487441,1245592
2006-12-29,Weekday,816636,499735,1316371
2006-12-30,Saturday,589298,310684,899982
2006-12-31,Sunday/Holiday,412048,293362,705410
2007-01-01,Sunday/Holiday,326042,219953,545995
2007-01-02,Weekday,772549,452097,1224646
2007-01-03,Weekday,871683,561287,1432970
2007-01-04,Weekday,814984,548904,1363888
2007-01-05,Weekday,862748,569322,1432070
2007-01-06,Saturday,580851,305019,885870
2007-01-07,Sunday/Holiday,384626,208188,592814
2007-01-08,Weekday,976783,594028,1570811
2007-01-09,Weekday,978577,598746,1577323
2007-01-10,Weekday,968643,599118,1567761
2007-01-11,Weekday,967218,602194,1569412
2007-01-12,Weekday,973391,603456,1576847
2007-01-13,Saturday,562827,308047,870874
2007-01-14,Sunday/Holiday,368736,217983,586719
2007-01-15,Weekday,604564,389675,994239
2007-01-16,Weekday,978082,620145,1598227
2007-01-17,Weekday,977527,618895,1596422
2007-01-18,Weekday,982237,620579,1602816
