service_date,day_type,bus,rail_boardings,total_rides
2011-07-26,Weekday,958271,708596,1666867
2011-07-27,Weekday,926794,697817,1624611
2011-07-28,Weekday,916275,689617,1605892
2011-07-29,Weekday,942044,711542,1653586
2011-07-30,Saturday,677527,472828,1150355
2011-07-31,Sunday/Holiday,491214,372586,863800
2011-08-01,Weekday,951492,707492,1658984
2011-08-02,Weekday,921043,682755,1603798
2011-08-03,Weekday,984399,715612,1700011
2011-08-04,Weekday,953514,745527,1699041
2011-08-05,Weekday,968013,822093,1790106
2011-08-06,Saturday,682517,569511,1252028
2011-08-07,Sunday/Holiday,479588,426721,906309
2011-08-08,Weekday,912362,692657,1605019
2011-08-09,Weekday,958406,713624,1672030
2011-08-10,Weekday,963575,720504,1684079
2011-08-11,Weekday,957398,709254,1666652
2011-08-12,Weekday,955597,709694,1665291
2011-08-13,Saturday,627401,457851,1085252
2011-08-14,Sunday/Holiday,470358,358606,828964
2011-08-15,Weekday,936932,668224,1605156
2011-08-16,Weekday,945179,688071,1633250
2011-08-17,Weekday,943997,692781,1636778
2011-08-18,Weekday,951134,707426,1658560
2011-08-19,Weekday,981727,751679,1733406
2011-08-20,Saturday,622722,472815,1095537
2011-08-21,Sunday/Holiday,536280,420416,956696
2011-08-22,Weekday,968715,704225,1672940
2011-08-23,Weekday,914499,688649,1603148
2011-08-24,Weekday,999361,728732,1728093
2011-08-25,Weekday,1003797,744805,1748602
2011-08-26,Weekday,997931,710247,1708178
2011-08-27,Saturday,691082,463528,1154610
2011-08-28,Sunday/Holiday,488275,339049,827324
2011-08-29,Weekday,988033,712733,1700766
2011-08-30,Weekday,991793,719656,1711449
2011-08-31,Weekday,1011858,728047,1739905
2011-09-01,Weekday,1047270,739620,1786890
2011-09-02,Weekday,1001837,741985,1743822
2011-09-03,Saturday,655947,472827,1128774
2011-09-04,Sunday/Holiday,529593,432441,962034
2011-09-05,Sunday/Holiday,471000,356948,827948
2011-09-06,Weekday,1116811,746632,1863443
2011-09-07,Weekday,1079256,773670,1852926
2011-09-08,Weekday,1058730,770455,1829185
2011-09-09,Weekday,1049654,754824,1804478
2011-09-10,Saturday,665138,486616,1151754
2011-09-11,Sunday/Holiday,483138,356915,840053
2011-09-12,Weekday,1077578,756209,1833787
2011-09-13,Weekday,1101495,775124,1876619
2011-09-14,Weekday,1068594,768114,1836708
2011-09-15,Weekday,1078395,780369,1858764
2011-09-16,Weekday,1061833,774553,1836386
2011-09-17,Saturday,684347,511704,1196051
2011-09-18,Sunday/Holiday,433064,328422,761486
2011-09-19,Weekday,1056731,758422,1815153
2011-09-20,Weekday,1094671,787667,1882338
2011-09-21,Weekday,1090762,780222,1870984
2011-09-22,Weekday,1076129,770485,1846614
2011-09-23,Weekday,1013491,751348,1764839
2011-09-24,Saturday,655360,466534,1121894
2011-09-25,Sunday/Holiday,448547,333394,781941
2011-09-26,Weekday,1028362,733053,1761415
2011-09-27,Weekday,1059305,751659,1810964
2011-09-28,Weekday,1053206,759071,1812277
2011-09-29,Weekday,1051634,753753,1805387
2011-09-30,Weekday,1066348,757321,1823669
2011-10-01,Saturday,701783,480889,1182672
2011-10-02,Sunday/Holiday,486409,344520,830929
2011-10-03,Weekday,1091676,751034,1842710
2011-10-04,Weekday,1090878,767029,1857907
2011-10-05,Weekday,1083300,774142,1857442
2011-10-06,Weekday,1076741,783363,1860104
2011-10-07,Weekday,1074577,783590,1858167
2011-10-08,Saturday,692368,523113,1215481
2011-10-09,Sunday/Holiday,463310,519453,982763
2011-10-10,Weekday,857528,669173,1526701
2011-10-11,Weekday,1073195,770542,1843737
2011-10-12,Weekday,1068602,776561,1845163
2011-10-13,Weekday,1011085,773498,1784583
2011-10-14,Weekday,1058024,783903,1841927
2011-10-15,Saturday,686909,508391,1195300
2011-10-16,Sunday/Holiday,457725,351070,808795
2011-10-17,Weekday,1060560,752887,1813447
2011-10-18,Weekday,1054603,759917,1814520
2011-10-19,Weekday,987878,738984,1726862
2011-10-20,Weekday,1019401,763556,1782957
2011-10-21,Weekday,1072848,782981,1855829
2011-10-22,Saturday,678136,497703,1175839
2011-10-23,Sunday/Holiday,476507,341626,818133
2011-10-24,Weekday,1054251,747402,1801653
2011-10-25,Weekday,1066867,757975,1824842
2011-10-26,Weekday,1055199,756804,1812003
2011-10-27,Weekday,1061301,771358,1832659
2011-10-28,Weekday,993735,758294,1752029
2011-10-29,Saturday,665331,469295,1134626
2011-10-30,Sunday/Holiday,433281,318565,751846
2011-10-31,Weekday,1027078,734500,1761578
2011-11-01,Weekday,1098741,762893,1861634
2011-11-02,Weekday,1077675,764539,1842214
2011-11-03,Weekday,1011408,755888,1767296
2011-11-04,Weekday,1093806,785515,1879321
2011-11-05,Saturday,686104,513654,1199758
2011-11-06,Sunday/Holiday,477456,331327,808783
2011-11-07,Weekday,1061041,749043,1810084
2011-11-08,Weekday,1008764,742973,1751737
2011-11-09,Weekday,1036190,759696,1795886
2011-11-10,Weekday,970822,755282,1726104
2011-11-11,Weekday,879535,681237,1560772
2011-11-12,Saturday,660488,474088,1134576
2011-11-13,Sunday/Holiday,463513,338816,802329
2011-11-14,Weekday,1047638,741813,1789451
2011-11-15,Weekday,1079072,770828,1849900
2011-11-16,Weekday,1043071,758159,1801230
2011-11-17,Weekday,998699,752834,1751533
2011-11-18,Weekday,965671,743405,1709076
2011-11-19,Saturday,657115,530802,1187917
2011-11-20,Sunday/Holiday,456466,328721,785187
2011-11-21,Weekday,1039312,726360,1765672
2011-11-22,Weekday,986650,714844,1701494
2011-11-23,Weekday,992006,680837,1672843
2011-11-24,Sunday/Holiday,340929,235194,576123
2011-11-25,Weekday,652271,435428,1087699
2011-11-26,Saturday,588157,348525,936682
2011-11-27,Sunday/Holiday,397179,274323,671502
2011-11-28,Weekday,1016597,703558,1720155
2011-11-29,Weekday,991030,708638,1699668
2011-11-30,Weekday,1043354,730140,1773494
2011-12-01,Weekday,1089263,747269,1836532
2011-12-02,Weekday,1095431,757734,1853165
2011-12-03,Saturday,662075,461349,1123424
2011-12-04,Sunday/Holiday,454576,327051,781627
2011-12-05,Weekday,1051712,698735,1750447
2011-12-06,Weekday,1035064,712288,1747352
2011-12-07,Weekday,1032787,718567,1751354
2011-12-08,Weekday,1023297,721739,1745036
2011-12-09,Weekday,1006182,726618,1732800
2011-12-10,Saturday,604502,435343,1039845
2011-12-11,Sunday/Holiday,442689,306703,749392
2011-12-12,Weekday,988026,673314,1661340
2011-12-13,Weekday,1002723,691649,1694372
2011-12-14,Weekday,939524,675577,1615101
2011-12-15,Weekday,994244,701181,1695425
2011-12-16,Weekday,1006755,703365,1710120
2011-12-17,Saturday,615724,436091,1051815
2011-12-18,Sunday/Holiday,455044,325822,780866
2011-12-19,Weekday,965235,657231,1622466
2011-12-20,Weekday,951363,656796,1608159
2011-12-21,Weekday,948139,649395,1597534
2011-12-22,Weekday,901280,615248,1516528
2011-12-23,Weekday,855427,539186,1394613
2011-12-24,Saturday,509237,262788,772025
2011-12-25,Sunday/Holiday,273257,144879,418136
2011-12-26,Sunday/Holiday,463630,297972,761602
2011-12-27,Weekday,721508,498735,1220243
2011-12-28,Weekday,747970,535232,1283202
2011-12-29,Weekday,767769,553630,1321399
2011-12-30,Weekday,762618,528085,1290703
2011-12-31,Saturday,583259,408205,991464
2012-01-01,Sunday/Holiday,338458,277156,615614
2012-01-02,Sunday/Holiday,427028,300131,727159
2012-01-03,Weekday,810076,600940,1411016
2012-01-04,Weekday,839010,626372,1465382
2012-01-05,Weekday,841665,652474,1494139
2012-01-06,Weekday,870446,666379,1536825
2012-01-07,Saturday,583725,390564,974289
2012-01-08,Sunday/Holiday,411272,275439,686711
2012-01-09,Weekday,968136,683105,1651241
2012-01-10,Weekday,1019667,698468,1718135
2012-01-11,Weekday,1036505,709539,1746044
2012-01-12,Weekday,950402,715474,1665876
2012-01-13,Weekday,940512,692943,1633455
2012-01-14,Saturday,557653,377455,935108
2012-01-15,Sunday/Holiday,402980,276691,679671
2012-01-16,Weekday,639506,459803,1099309
2012-01-17,Weekday,1016429,725950,1742379
2012-01-18,Weekday,1017072,722473,1739545
2012-01-19,Weekday,983178,711259,1694437
2012-01-20,Weekday,826497,746064,1572561
2012-01-21,Saturday,552163,394407,946570
2012-01-22,Sunday/Holiday,392633,273772,666405
2012-01-23,Weekday,1010116,710762,1720878
2012-01-24,Weekday,1050018,732063,1782081
2012-01-25,Weekday,1051823,734192,1786015
2012-01-26,Weekday,1052929,739012,1791941
2012-01-27,Weekday,968530,720988,1689518
2012-01-28,Saturday,621329,419586,1040915
2012-01-29,Sunday/Holiday,416383,293146,709529
2012-01-30,Weekday,1023037,704317,1727354
2012-01-31,Weekday,1059681,731360,1791041
2012-02-01,Weekday,1111421,736252,1847673
2012-02-02,Weekday,1081236,739698,1820934
2012-02-03,Weekday,1014951,714336,1729287
2012-02-04,Saturday,661534,418503,1080037
2012-02-05,Sunday/Holiday,462359,289438,751797
2012-02-06,Weekday,1038157,699926,1738083
2012-02-07,Weekday,1040979,721937,1762916
2012-02-08,Weekday,1069324,738273,1807597
2012-02-09,Weekday,1065885,741959,1807844
2012-02-10,Weekday,982329,715473,1697802
2012-02-11,Saturday,591333,399462,990795
2012-02-12,Sunday/Holiday,429977,285739,715716
2012-02-13,Weekday,882797,653118,1535915
2012-02-14,Weekday,1077348,738384,1815732
2012-02-15,Weekday,1051929,726359,1778288
2012-02-16,Weekday,1058911,736170,1795081
2012-02-17,Weekday,1058544,731415,1789959
2012-02-18,Saturday,666760,454131,1120891
2012-02-19,Sunday/Holiday,475445,322414,797859
2012-02-20,Weekday,761004,543889,1304893
2012-02-21,Weekday,1036038,726162,1762200
2012-02-22,Weekday,1052160,732150,1784310
2012-02-23,Weekday,1033787,734839,1768626
2012-02-24,Weekday,989267,712507,1701774
2012-02-25,Saturday,630649,417134,1047783
2012-02-26,Sunday/Holiday,448512,298409,746921
2012-02-27,Weekday,1023956,703435,1727391
2012-02-28,Weekday,1039341,720589,1759930
2012-02-29,Weekday,1055847,736007,1791854
2012-03-01,Weekday,1075076,739664,1814740
2012-03-02,Weekday,1031215,705878,1737093
2012-03-03,Saturday,624519,416704,1041223
2012-03-04,Sunday/Holiday,441120,292334,733454
2012-03-05,Weekday,913762,651903,1565665
2012-03-06,Weekday,1084176,744478,1828654
2012-03-07,Weekday,1060619,736849,1797468
2012-03-08,Weekday,1049305,735123,1784428
2012-03-09,Weekday,1037776,718371,1756147
2012-03-10,Saturday,681263,444574,1125837
2012-03-11,Sunday/Holiday,482075,316828,798903
2012-03-12,Weekday,1015965,715585,1731550
2012-03-13,Weekday,1071861,744918,1816779
2012-03-14,Weekday,1087551,762671,1850222
2012-03-15,Weekday,1061219,763525,1824744
2012-03-16,Weekday,1044828,774035,1818863
2012-03-17,Saturday,755574,708351,1463925
2012-03-18,Sunday/Holiday,504213,359041,863254
2012-03-19,Weekday,1015401,707467,1722868
2012-03-20,Weekday,1043797,718050,1761847
2012-03-21,Weekday,1050000,723631,1773631
2012-03-22,Weekday,1016361,717170,1733531
2012-03-23,Weekday,945472,685518,1630990
2012-03-24,Saturday,641412,430070,1071482
2012-03-25,Sunday/Holiday,470355,355696,826051
2012-03-26,Weekday,996549,700972,1697521
2012-03-27,Weekday,1024173,723040,1747213
2012-03-28,Weekday,1029545,735639,1765184
2012-03-29,Weekday,1013994,734424,1748418
2012-03-30,Weekday,1001257,709407,1710664
2012-03-31,Saturday,646169,440893,1087062
2012-04-01,Sunday/Holiday,477703,321629,799332
2012-04-02,Weekday,935073,696533,1631606
2012-04-03,Weekday,972756,720709,1693465
2012-04-04,Weekday,954947,724726,1679673
2012-04-05,Weekday,933666,750000,1683666
2012-04-06,Weekday,861696,642047,1503743
2012-04-07,Saturday,637466,434835,1072301
2012-04-08,Sunday/Holiday,429398,289618,719016
2012-04-09,Weekday,1010279,727154,1737433
2012-04-10,Weekday,1038779,751834,1790613
2012-04-11,Weekday,1053786,760911,1814697
2012-04-12,Weekday,1050150,775089,1825239
2012-04-13,Weekday,958166,741802,1699968
2012-04-14,Saturday,644498,470545,1115043
2012-04-15,Sunday/Holiday,443006,320025,763031
2012-04-16,Weekday,996333,713598,1709931
2012-04-17,Weekday,1056910,744763,1801673
2012-04-18,Weekday,1031225,736936,1768161
2012-04-19,Weekday,989282,743350,1732632
2012-04-20,Weekday,994547,737187,1731734
2012-04-21,Saturday,656064,471715,1127779
2012-04-22,Sunday/Holiday,448386,333024,781410
2012-04-23,Weekday,1031544,739667,1771211
2012-04-24,Weekday,1003275,750511,1753786
2012-04-25,Weekday,978891,740777,1719668
2012-04-26,Weekday,1044469,760338,1804807
2012-04-27,Weekday,1026691,745495,1772186
2012-04-28,Saturday,592513,425418,1017931
2012-04-29,Sunday/Holiday,445246,322436,767682
2012-04-30,Weekday,977200,703630,1680830
2012-05-01,Weekday,1073425,743154,1816579
2012-05-02,Weekday,1060720,754536,1815256
2012-05-03,Weekday,1086032,766616,1852648
2012-05-04,Weekday,1054307,778105,1832412
2012-05-05,Saturday,666613,497814,1164427
2012-05-06,Sunday/Holiday,434634,343213,777847
2012-05-07,Weekday,1000335,731509,1731844
2012-05-08,Weekday,1062602,762274,1824876
2012-05-09,Weekday,1041744,752170,1793914
2012-05-10,Weekday,1036368,743841,1780209
2012-05-11,Weekday,1042715,745296,1788011
2012-05-12,Saturday,610945,427440,1038385
2012-05-13,Sunday/Holiday,455430,321345,776775
2012-05-14,Weekday,983231,700274,1683505
2012-05-15,Weekday,1023348,720962,1744310
2012-05-16,Weekday,1013654,734234,1747888
2012-05-17,Weekday,1014361,746681,1761042
2012-05-18,Weekday,980261,694037,1674298
2012-05-19,Saturday,646682,465776,1112458
2012-05-20,Sunday/Holiday,445099,374706,819805
2012-05-21,Weekday,884516,568256,1452772
2012-05-22,Weekday,1014156,721698,1735854
2012-05-23,Weekday,1019498,738794,1758292
2012-05-24,Weekday,1016089,756023,1772112
2012-05-25,Weekday,1005567,736144,1741711
2012-05-26,Saturday,636093,469284,1105377
2012-05-27,Sunday/Holiday,502724,392936,895660
2012-05-28,Sunday/Holiday,463763,362808,826571
2012-05-29,Weekday,1012629,719096,1731725
2012-05-30,Weekday,1001845,742834,1744679
2012-05-31,Weekday,910804,714511,1625315
2012-06-01,Weekday,1034827,750848,1785675
2012-06-02,Saturday,698536,489792,1188328
2012-06-03,Sunday/Holiday,512841,354121,866962
2012-06-04,Weekday,1035294,726053,1761347
2012-06-05,Weekday,1048003,749888,1797891
2012-06-06,Weekday,1033815,753512,1787327
2012-06-07,Weekday,1031503,768929,1800432
2012-06-08,Weekday,1023786,802823,1826609
2012-06-09,Saturday,704117,569867,1273984
2012-06-10,Sunday/Holiday,509071,404744,913815
2012-06-11,Weekday,985578,726731,1712309
2012-06-12,Weekday,1003612,772974,1776586
2012-06-13,Weekday,986995,778465,1765460
2012-06-14,Weekday,959511,783352,1742863
2012-06-15,Weekday,996431,803508,1799939
2012-06-16,Saturday,673257,513638,1186895
2012-06-17,Sunday/Holiday,497166,372514,869680
2012-06-18,Weekday,899886,710839,1610725
2012-06-19,Weekday,934909,725980,1660889
2012-06-20,Weekday,945821,743331,1689152
2012-06-21,Weekday,931983,728067,1660050
2012-06-22,Weekday,958498,755020,1713518
2012-06-23,Saturday,676430,492238,1168668
2012-06-24,Sunday/Holiday,513132,530481,1043613
2012-06-25,Weekday,933417,725550,1658967
2012-06-26,Weekday,952845,746532,1699377
2012-06-27,Weekday,957566,751428,1708994
2012-06-28,Weekday,880771,702116,1582887
2012-06-29,Weekday,925177,734451,1659628
2012-06-30,Saturday,683644,485188,1168832
2012-07-01,Sunday/Holiday,474631,350123,824754
2012-07-02,Weekday,929572,676617,1606189
2012-07-03,Weekday,976022,710361,1686383
2012-07-04,Sunday/Holiday,511376,383942,895318
2012-07-05,Weekday,833954,628259,1462213
2012-07-06,Weekday,852806,651815,1504621
2012-07-07,Saturday,628380,439918,1068298
2012-07-08,Sunday/Holiday,490561,341530,832091
2012-07-09,Weekday,934404,697423,1631827
2012-07-10,Weekday,958191,713798,1671989
2012-07-11,Weekday,982452,751429,1733881
2012-07-12,Weekday,973681,769452,1743133
2012-07-13,Weekday,918812,781300,1700112
2012-07-14,Saturday,662503,539189,1201692
2012-07-15,Sunday/Holiday,520254,434508,954762
2012-07-16,Weekday,927149,703975,1631124
2012-07-17,Weekday,916666,721980,1638646
2012-07-18,Weekday,947611,737720,1685331
2012-07-19,Weekday,929760,737674,1667434
2012-07-20,Weekday,950944,732949,1683893
2012-07-21,Saturday,682249,467138,1149387
2012-07-22,Sunday/Holiday,481281,353089,834370
2012-07-23,Weekday,915219,695786,1611005
2012-07-24,Weekday,902916,701367,1604283
2012-07-25,Weekday,930185,724487,1654672
2012-07-26,Weekday,945792,720070,1665862
2012-07-27,Weekday,947151,758858,1706009
2012-07-28,Saturday,686178,517111,1203289
2012-07-29,Sunday/Holiday,488506,374441,862947
2012-07-30,Weekday,907631,705435,1613066
2012-07-31,Weekday,927014,719885,1646899
2012-08-01,Weekday,993124,746620,1739744
2012-08-02,Weekday,956268,736721,1692989
2012-08-03,Weekday,997248,828673,1825921
2012-08-04,Saturday,639837,540564,1180401
2012-08-05,Sunday/Holiday,520813,454682,975495
2012-08-06,Weekday,930469,718004,1648473
2012-08-07,Weekday,939745,710734,1650479
2012-08-08,Weekday,937937,714729,1652666
2012-08-09,Weekday,910038,733293,1643331
2012-08-10,Weekday,939807,762585,1702392
2012-08-11,Saturday,634529,525198,1159727
2012-08-12,Sunday/Holiday,485254,389752,875006
2012-08-13,Weekday,862334,675894,1538228
2012-08-14,Weekday,952867,719794,1672661
2012-08-15,Weekday,969450,736768,1706218
2012-08-16,Weekday,894461,689521,1583982
2012-08-17,Weekday,985722,734329,1720051
2012-08-18,Saturday,711680,513680,1225360
2012-08-19,Sunday/Holiday,526215,381863,908078
2012-08-20,Weekday,932342,694224,1626566
2012-08-21,Weekday,989240,725406,1714646
2012-08-22,Weekday,993443,741288,1734731
2012-08-23,Weekday,996707,730663,1727370
2012-08-24,Weekday,995467,757933,1753400
2012-08-25,Saturday,682483,499512,1181995
2012-08-26,Sunday/Holiday,425118,326682,751800
2012-08-27,Weekday,999090,732088,1731178
2012-08-28,Weekday,1022555,752842,1775397
2012-08-29,Weekday,1019369,757338,1776707
2012-08-30,Weekday,1009624,765912,1775536
2012-08-31,Weekday,1051323,787713,1839036
2012-09-01,Saturday,670752,498563,1169315
2012-09-02,Sunday/Holiday,522696,425857,948553
2012-09-03,Sunday/Holiday,509576,366891,876467
2012-09-04,Weekday,1101066,757151,1858217
2012-09-05,Weekday,1081742,778985,1860727
2012-09-06,Weekday,1106785,787102,1893887
2012-09-07,Weekday,1057006,798630,1855636
2012-09-08,Saturday,697211,548107,1245318
2012-09-09,Sunday/Holiday,491612,370846,862458
2012-09-10,Weekday,980800,786943,1767743
2012-09-11,Weekday,1026114,789589,1815703
2012-09-12,Weekday,1024605,785316,1809921
2012-09-13,Weekday,991316,793145,1784461
2012-09-14,Weekday,1023073,789009,1812082
2012-09-15,Saturday,707625,533074,1240699
2012-09-16,Sunday/Holiday,497209,369738,866947
2012-09-17,Weekday,972361,749237,1721598
2012-09-18,Weekday,1009476,774593,1784069
2012-09-19,Weekday,1090006,805444,1895450
2012-09-20,Weekday,1087075,814328,1901403
2012-09-21,Weekday,1043281,804809,1848090
2012-09-22,Saturday,669729,507218,1176947
2012-09-23,Sunday/Holiday,494049,373413,867462
2012-09-24,Weekday,1067116,777711,1844827
2012-09-25,Weekday,1093445,787595,1881040
2012-09-26,Weekday,1088775,786511,1875286
2012-09-27,Weekday,1082616,810524,1893140
2012-09-28,Weekday,1080818,803271,1884089
2012-09-29,Saturday,715790,512833,1228623
2012-09-30,Sunday/Holiday,495883,357104,852987
2012-10-01,Weekday,1117666,783378,1901044
2012-10-02,Weekday,1108031,806945,1914976
2012-10-03,Weekday,1115762,810692,1926454
2012-10-04,Weekday,1099004,810084,1909088
2012-10-05,Weekday,1069580,808343,1877923
2012-10-06,Saturday,670397,522379,1192776
2012-10-07,Sunday/Holiday,449748,512959,962707
2012-10-08,Weekday,977879,713083,1690962
2012-10-09,Weekday,1088484,795608,1884092
2012-10-10,Weekday,1079860,798154,1878014
2012-10-11,Weekday,1085498,807251,1892749
2012-10-12,Weekday,1067152,796441,1863593
2012-10-13,Saturday,604421,447031,1051452
2012-10-14,Sunday/Holiday,443009,327889,770898
2012-10-15,Weekday,1071312,776921,1848233
2012-10-16,Weekday,1081929,792993,1874922
2012-10-17,Weekday,1057430,792225,1849655
2012-10-18,Weekday,1059957,806783,1866740
2012-10-19,Weekday,1051902,801852,1853754
2012-10-20,Saturday,696516,512403,1208919
2012-10-21,Sunday/Holiday,493474,354896,848370
2012-10-22,Weekday,1003315,769024,1772339
2012-10-23,Weekday,1043067,784378,1827445
2012-10-24,Weekday,1081481,804851,1886332
2012-10-25,Weekday,1027919,797938,1825857
2012-10-26,Weekday,1039677,796666,1836343
2012-10-27,Saturday,664877,490779,1155656
2012-10-28,Sunday/Holiday,454048,341936,795984
2012-10-29,Weekday,1035050,759113,1794163
2012-10-30,Weekday,1012512,765043,1777555
2012-10-31,Weekday,1042048,780984,1823032
2012-11-01,Weekday,1092827,795031,1887858
2012-11-02,Weekday,1087124,793396,1880520
2012-11-03,Saturday,675546,462962,1138508
2012-11-04,Sunday/Holiday,486060,347411,833471
2012-11-05,Weekday,1069691,766701,1836392
2012-11-06,Weekday,1050908,768986,1819894
2012-11-07,Weekday,1053498,782333,1835831
2012-11-08,Weekday,1064006,793455,1857461
2012-11-09,Weekday,1065181,798839,1864020
2012-11-10,Saturday,650416,472274,1122690
2012-11-11,Sunday/Holiday,479696,353062,832758
2012-11-12,Weekday,823600,666802,1490402
2012-11-13,Weekday,1004272,761630,1765902
2012-11-14,Weekday,1059509,775491,1835000
2012-11-15,Weekday,1058314,786677,1844991
2012-11-16,Weekday,1057000,791412,1848412
2012-11-17,Saturday,675393,567804,1243197
2012-11-18,Sunday/Holiday,472178,336771,808949
2012-11-19,Weekday,1047309,759037,1806346
2012-11-20,Weekday,1049100,772991,1822091
2012-11-21,Weekday,990069,705800,1695869
2012-11-22,Sunday/Holiday,363466,255982,619448
2012-11-23,Weekday,589493,413384,1002877
2012-11-24,Saturday,476658,377956,854614
2012-11-25,Sunday/Holiday,417727,304336,722063
2012-11-26,Weekday,1006387,717499,1723886
2012-11-27,Weekday,1016872,734908,1751780
2012-11-28,Weekday,1030518,750417,1780935
2012-11-29,Weekday,1028698,752188,1780886
2012-11-30,Weekday,1075641,776494,1852135
2012-12-01,Saturday,686669,492263,1178932
2012-12-02,Sunday/Holiday,484623,350433,835056
2012-12-03,Weekday,1069024,742337,1811361
2012-12-04,Weekday,1067467,747543,1815010
2012-12-05,Weekday,1054367,754701,1809068
2012-12-06,Weekday,1030407,751285,1781692
2012-12-07,Weekday,1038662,764843,1803505
2012-12-08,Saturday,642192,467324,1109516
2012-12-09,Sunday/Holiday,418807,295147,713954
2012-12-10,Weekday,973051,690186,1663237
2012-12-11,Weekday,995089,711140,1706229
2012-12-12,Weekday,999666,720758,1720424
2012-12-13,Weekday,999296,727540,1726836
2012-12-14,Weekday,1022704,749478,1772182
2012-12-15,Saturday,597413,425168,1022581
2012-12-16,Sunday/Holiday,450355,334285,784640
2012-12-17,Weekday,953565,683683,1637248
2012-12-18,Weekday,950660,693703,1644363
2012-12-19,Weekday,965895,691879,1657774
2012-12-20,Weekday,876460,660268,1536728
2012-12-21,Weekday,871165,634264,1505429
2012-12-22,Saturday,578361,374774,953135
2012-12-23,Sunday/Holiday,486169,281962,768131
2012-12-24,Weekday,545733,313210,858943
2012-12-25,Sunday/Holiday,242609,143166,385775
2012-12-26,Weekday,616049,428605,1044654
2012-12-27,Weekday,710150,514627,1224777
2012-12-28,Weekday,753950,546312,1300262
2012-12-29,Saturday,547238,360962,908200
2012-12-30,Sunday/Holiday,405207,291423,696630
2012-12-31,Weekday,672602,490998,1163600
2013-01-01,Sunday/Holiday,338644,276167,614811
2013-01-02,Weekday,747631,570506,1318137
2013-01-03,Weekday,857744,620104,1477848
2013-01-04,Weekday,875485,635401,1510886
2013-01-05,Saturday,549303,356383,905686
2013-01-06,Sunday/Holiday,399770,264957,664727
2013-01-07,Weekday,951511,672001,1623512
2013-01-08,Weekday,975824,687261,1663085
2013-01-09,Weekday,989291,697979,1687270
2013-01-10,Weekday,964506,693642,1658148
2013-01-11,Weekday,991875,708901,1700776
2013-01-12,Saturday,597811,403037,1000848
2013-01-13,Sunday/Holiday,379108,266395,645503
2013-01-14,Weekday,964972,701958,1666930
2013-01-15,Weekday,1000831,723460,1724291
2013-01-16,Weekday,1000782,726032,1726814
2013-01-17,Weekday,1003351,730830,1734181
2013-01-18,Weekday,995226,721526,1716752
2013-01-19,Saturday,592561,417820,1010381
2013-01-20,Sunday/Holiday,372131,275860,647991
2013-01-21,Weekday,549385,422125,971510
2013-01-22,Weekday,865232,654679,1519911
2013-01-23,Weekday,952105,697385,1649490
2013-01-24,Weekday,958057,708729,1666786
